name,group,year,value
美国,na,3/11/20,1052
美国,na,3/12/20,1329
美国,na,3/13/20,1880
美国,na,3/14/20,2236
美国,na,3/15/20,2943
美国,na,3/16/20,3774
美国,na,3/17/20,4687
美国,na,3/18/20,6522
美国,na,3/19/20,10259
美国,na,3/20/20,14365
美国,na,3/21/20,20176
美国,na,3/22/20,26856
美国,na,3/23/20,35224
美国,na,3/24/20,46443
美国,na,3/25/20,55242
瑞士,europe,2/25/20,1
瑞士,europe,2/26/20,1
瑞士,europe,2/27/20,4
瑞士,europe,2/28/20,15
瑞士,europe,2/29/20,15
瑞士,europe,3/1/20,24
瑞士,europe,3/2/20,27
瑞士,europe,3/3/20,46
瑞士,europe,3/4/20,66
瑞士,europe,3/5/20,81
瑞士,europe,3/6/20,128
瑞士,europe,3/7/20,228
瑞士,europe,3/8/20,281
瑞士,europe,3/9/20,337
瑞士,europe,3/10/20,476
瑞士,europe,3/11/20,645
瑞士,europe,3/12/20,815
瑞士,europe,3/13/20,1009
瑞士,europe,3/14/20,1139
瑞士,europe,3/15/20,1139
瑞士,europe,3/16/20,2220
瑞士,europe,3/17/20,2269
瑞士,europe,3/18/20,3028
瑞士,europe,3/19/20,3888
瑞士,europe,3/20/20,4222
瑞士,europe,3/21/20,6113
瑞士,europe,3/22/20,7014
瑞士,europe,3/23/20,8060
瑞士,europe,3/24/20,9117
瑞士,europe,3/25/20,9877
挪威,europe,2/27/20,1
挪威,europe,2/28/20,4
挪威,europe,2/29/20,7
挪威,europe,3/1/20,17
挪威,europe,3/2/20,19
挪威,europe,3/3/20,32
挪威,europe,3/4/20,34
挪威,europe,3/5/20,56
挪威,europe,3/6/20,86
挪威,europe,3/7/20,113
挪威,europe,3/8/20,157
挪威,europe,3/9/20,176
挪威,europe,3/10/20,227
挪威,europe,3/11/20,400
挪威,europe,3/12/20,703
挪威,europe,3/13/20,800
挪威,europe,3/14/20,996
挪威,europe,3/15/20,996
挪威,europe,3/16/20,1256
挪威,europe,3/17/20,1331
挪威,europe,3/18/20,1471
挪威,europe,3/19/20,1589
挪威,europe,3/20/20,1790
挪威,europe,3/21/20,1950
挪威,europe,3/22/20,2164
挪威,europe,3/23/20,2262
挪威,europe,3/24/20,2573
挪威,europe,3/25/20,2796
丹麦,europe,2/27/20,1
丹麦,europe,2/28/20,1
丹麦,europe,2/29/20,3
丹麦,europe,3/1/20,3
丹麦,europe,3/2/20,4
丹麦,europe,3/3/20,6
丹麦,europe,3/4/20,11
丹麦,europe,3/5/20,15
丹麦,europe,3/6/20,20
丹麦,europe,3/7/20,27
丹麦,europe,3/8/20,27
丹麦,europe,3/9/20,35
丹麦,europe,3/10/20,156
丹麦,europe,3/11/20,340
丹麦,europe,3/12/20,615
丹麦,europe,3/13/20,785
丹麦,europe,3/14/20,827
丹麦,europe,3/15/20,827
丹麦,europe,3/16/20,898
丹麦,europe,3/17/20,960
丹麦,europe,3/18/20,1044
丹麦,europe,3/19/20,1117
丹麦,europe,3/20/20,1226
丹麦,europe,3/21/20,1255
丹麦,europe,3/22/20,1326
丹麦,europe,3/23/20,1450
丹麦,europe,3/24/20,1577
丹麦,europe,3/25/20,1591
钻石号邮轮,boat,2/5/20,10
钻石号邮轮,boat,2/6/20,20
钻石号邮轮,boat,2/7/20,61
钻石号邮轮,boat,2/8/20,64
钻石号邮轮,boat,2/9/20,70
钻石号邮轮,boat,2/10/20,130
钻石号邮轮,boat,2/11/20,135
钻石号邮轮,boat,2/12/20,174
钻石号邮轮,boat,2/13/20,218
钻石号邮轮,boat,2/14/20,218
钻石号邮轮,boat,2/15/20,285
钻石号邮轮,boat,2/16/20,355
钻石号邮轮,boat,2/17/20,454
钻石号邮轮,boat,2/18/20,542
钻石号邮轮,boat,2/19/20,621
钻石号邮轮,boat,2/20/20,634
钻石号邮轮,boat,2/21/20,634
钻石号邮轮,boat,2/22/20,634
钻石号邮轮,boat,2/23/20,691
钻石号邮轮,boat,2/24/20,691
钻石号邮轮,boat,2/25/20,691
钻石号邮轮,boat,2/26/20,705
钻石号邮轮,boat,2/27/20,705
钻石号邮轮,boat,2/28/20,709
钻石号邮轮,boat,2/29/20,705
钻石号邮轮,boat,3/1/20,712
钻石号邮轮,boat,3/2/20,706
钻石号邮轮,boat,3/3/20,706
钻石号邮轮,boat,3/4/20,706
钻石号邮轮,boat,3/5/20,706
钻石号邮轮,boat,3/6/20,696
钻石号邮轮,boat,3/7/20,696
钻石号邮轮,boat,3/8/20,696
钻石号邮轮,boat,3/9/20,696
钻石号邮轮,boat,3/10/20,696
钻石号邮轮,boat,3/11/20,696
钻石号邮轮,boat,3/12/20,697
钻石号邮轮,boat,3/13/20,697
钻石号邮轮,boat,3/14/20,697
钻石号邮轮,boat,3/15/20,712
钻石号邮轮,boat,3/16/20,712
钻石号邮轮,boat,3/17/20,712
钻石号邮轮,boat,3/18/20,712
钻石号邮轮,boat,3/19/20,712
钻石号邮轮,boat,3/20/20,712
钻石号邮轮,boat,3/21/20,712
钻石号邮轮,boat,3/22/20,712
钻石号邮轮,boat,3/23/20,712
钻石号邮轮,boat,3/24/20,712
钻石号邮轮,boat,3/25/20,712
瑞典,europe,1/31/20,1
瑞典,europe,2/1/20,1
瑞典,europe,2/2/20,1
瑞典,europe,2/3/20,1
瑞典,europe,2/4/20,1
瑞典,europe,2/5/20,1
瑞典,europe,2/6/20,1
瑞典,europe,2/7/20,1
瑞典,europe,2/8/20,1
瑞典,europe,2/9/20,1
瑞典,europe,2/10/20,1
瑞典,europe,2/11/20,1
瑞典,europe,2/12/20,1
瑞典,europe,2/13/20,1
瑞典,europe,2/14/20,1
瑞典,europe,2/15/20,1
瑞典,europe,2/16/20,1
瑞典,europe,2/17/20,1
瑞典,europe,2/18/20,1
瑞典,europe,2/19/20,1
瑞典,europe,2/20/20,1
瑞典,europe,2/21/20,1
瑞典,europe,2/22/20,1
瑞典,europe,2/23/20,1
瑞典,europe,2/24/20,1
瑞典,europe,2/25/20,1
瑞典,europe,2/26/20,1
瑞典,europe,2/27/20,2
瑞典,europe,2/28/20,7
瑞典,europe,2/29/20,12
瑞典,europe,3/1/20,13
瑞典,europe,3/2/20,14
瑞典,europe,3/3/20,19
瑞典,europe,3/4/20,30
瑞典,europe,3/5/20,60
瑞典,europe,3/6/20,101
瑞典,europe,3/7/20,161
瑞典,europe,3/8/20,203
瑞典,europe,3/9/20,248
瑞典,europe,3/10/20,346
瑞典,europe,3/11/20,464
瑞典,europe,3/12/20,635
瑞典,europe,3/13/20,687
瑞典,europe,3/14/20,814
瑞典,europe,3/15/20,992
瑞典,europe,3/16/20,1023
瑞典,europe,3/17/20,1119
瑞典,europe,3/18/20,1119
瑞典,europe,3/19/20,1292
瑞典,europe,3/20/20,1439
瑞典,europe,3/21/20,1639
瑞典,europe,3/22/20,1770
瑞典,europe,3/23/20,1934
瑞典,europe,3/24/20,2272
瑞典,europe,3/25/20,2272
荷兰,europe,2/28/20,2
荷兰,europe,2/29/20,4
荷兰,europe,3/1/20,7
荷兰,europe,3/2/20,10
荷兰,europe,3/3/20,24
荷兰,europe,3/4/20,24
荷兰,europe,3/5/20,82
荷兰,europe,3/6/20,82
荷兰,europe,3/7/20,188
荷兰,europe,3/8/20,265
荷兰,europe,3/9/20,321
荷兰,europe,3/10/20,382
荷兰,europe,3/11/20,503
荷兰,europe,3/12/20,614
荷兰,europe,3/13/20,804
荷兰,europe,3/14/20,959
荷兰,europe,3/15/20,959
荷兰,europe,3/16/20,1413
荷兰,europe,3/17/20,1705
荷兰,europe,3/18/20,2051
荷兰,europe,3/19/20,2460
荷兰,europe,3/20/20,2994
荷兰,europe,3/21/20,3631
荷兰,europe,3/22/20,4204
荷兰,europe,3/23/20,4749
荷兰,europe,3/24/20,5560
荷兰,europe,3/25/20,6412
英国,europe,1/31/20,2
英国,europe,2/1/20,2
英国,europe,2/2/20,2
英国,europe,2/3/20,2
英国,europe,2/4/20,2
英国,europe,2/5/20,2
英国,europe,2/6/20,3
英国,europe,2/7/20,3
英国,europe,2/8/20,3
英国,europe,2/9/20,3
英国,europe,2/10/20,8
英国,europe,2/11/20,8
英国,europe,2/12/20,8
英国,europe,2/13/20,9
英国,europe,2/14/20,9
英国,europe,2/15/20,9
英国,europe,2/16/20,9
英国,europe,2/17/20,9
英国,europe,2/18/20,9
英国,europe,2/19/20,9
英国,europe,2/20/20,9
英国,europe,2/21/20,9
英国,europe,2/22/20,9
英国,europe,2/23/20,9
英国,europe,2/24/20,13
英国,europe,2/25/20,13
英国,europe,2/26/20,13
英国,europe,2/27/20,15
英国,europe,2/28/20,19
英国,europe,2/29/20,23
英国,europe,3/1/20,35
英国,europe,3/2/20,40
英国,europe,3/3/20,51
英国,europe,3/4/20,85
英国,europe,3/5/20,90
英国,europe,3/6/20,163
英国,europe,3/7/20,206
英国,europe,3/8/20,273
英国,europe,3/9/20,319
英国,europe,3/10/20,373
英国,europe,3/11/20,456
英国,europe,3/12/20,590
英国,europe,3/13/20,798
英国,europe,3/14/20,1140
英国,europe,3/15/20,1140
英国,europe,3/16/20,1543
英国,europe,3/17/20,1950
英国,europe,3/18/20,2626
英国,europe,3/19/20,2626
英国,europe,3/20/20,3269
英国,europe,3/21/20,3983
英国,europe,3/22/20,5027
英国,europe,3/23/20,5683
英国,europe,3/24/20,6650
英国,europe,3/25/20,8077
比利时,europe,2/4/20,1
比利时,europe,2/5/20,1
比利时,europe,2/6/20,1
比利时,europe,2/7/20,1
比利时,europe,2/8/20,1
比利时,europe,2/9/20,1
比利时,europe,2/10/20,1
比利时,europe,2/11/20,1
比利时,europe,2/12/20,1
比利时,europe,2/13/20,1
比利时,europe,2/14/20,1
比利时,europe,2/15/20,1
比利时,europe,2/16/20,1
比利时,europe,2/17/20,1
比利时,europe,2/18/20,1
比利时,europe,2/19/20,1
比利时,europe,2/20/20,1
比利时,europe,2/21/20,1
比利时,europe,2/22/20,1
比利时,europe,2/23/20,1
比利时,europe,2/24/20,1
比利时,europe,2/25/20,1
比利时,europe,2/26/20,1
比利时,europe,2/27/20,1
比利时,europe,2/28/20,1
比利时,europe,2/29/20,1
比利时,europe,3/1/20,2
比利时,europe,3/2/20,8
比利时,europe,3/3/20,13
比利时,europe,3/4/20,23
比利时,europe,3/5/20,50
比利时,europe,3/6/20,109
比利时,europe,3/7/20,169
比利时,europe,3/8/20,200
比利时,europe,3/9/20,239
比利时,europe,3/10/20,267
比利时,europe,3/11/20,314
比利时,europe,3/12/20,399
比利时,europe,3/13/20,556
比利时,europe,3/14/20,689
比利时,europe,3/15/20,886
比利时,europe,3/16/20,1085
比利时,europe,3/17/20,1486
比利时,europe,3/18/20,1486
比利时,europe,3/19/20,1795
比利时,europe,3/20/20,2257
比利时,europe,3/21/20,2815
比利时,europe,3/22/20,3401
比利时,europe,3/23/20,3743
比利时,europe,3/24/20,4269
比利时,europe,3/25/20,4937
奥地利,europe,2/25/20,2
奥地利,europe,2/26/20,2
奥地利,europe,2/27/20,3
奥地利,europe,2/28/20,5
奥地利,europe,2/29/20,5
奥地利,europe,3/1/20,10
奥地利,europe,3/2/20,14
奥地利,europe,3/3/20,16
奥地利,europe,3/4/20,24
奥地利,europe,3/5/20,24
奥地利,europe,3/6/20,41
奥地利,europe,3/7/20,55
奥地利,europe,3/8/20,104
奥地利,europe,3/9/20,104
奥地利,europe,3/10/20,157
奥地利,europe,3/11/20,182
奥地利,europe,3/12/20,302
奥地利,europe,3/13/20,361
奥地利,europe,3/14/20,504
奥地利,europe,3/15/20,655
奥地利,europe,3/16/20,860
奥地利,europe,3/17/20,1016
奥地利,europe,3/18/20,1332
奥地利,europe,3/19/20,1646
奥地利,europe,3/20/20,2196
奥地利,europe,3/21/20,2695
奥地利,europe,3/22/20,2695
奥地利,europe,3/23/20,3627
奥地利,europe,3/24/20,4486
奥地利,europe,3/25/20,4876
卡塔尔,me,2/29/20,1
卡塔尔,me,3/1/20,1
卡塔尔,me,3/2/20,1
卡塔尔,me,3/3/20,7
卡塔尔,me,3/4/20,7
卡塔尔,me,3/5/20,7
卡塔尔,me,3/6/20,11
卡塔尔,me,3/7/20,11
卡塔尔,me,3/8/20,11
卡塔尔,me,3/9/20,15
卡塔尔,me,3/10/20,18
卡塔尔,me,3/11/20,262
卡塔尔,me,3/12/20,262
卡塔尔,me,3/13/20,262
卡塔尔,me,3/14/20,337
卡塔尔,me,3/15/20,337
卡塔尔,me,3/16/20,439
卡塔尔,me,3/17/20,439
卡塔尔,me,3/18/20,439
卡塔尔,me,3/19/20,452
卡塔尔,me,3/20/20,460
卡塔尔,me,3/21/20,470
卡塔尔,me,3/22/20,481
卡塔尔,me,3/23/20,494
卡塔尔,me,3/24/20,501
卡塔尔,me,3/25/20,526
巴林,me,2/24/20,1
巴林,me,2/25/20,17
巴林,me,2/26/20,26
巴林,me,2/27/20,33
巴林,me,2/28/20,38
巴林,me,2/29/20,41
巴林,me,3/1/20,41
巴林,me,3/2/20,47
巴林,me,3/3/20,47
巴林,me,3/4/20,50
巴林,me,3/5/20,50
巴林,me,3/6/20,56
巴林,me,3/7/20,56
巴林,me,3/8/20,77
巴林,me,3/9/20,109
巴林,me,3/10/20,109
巴林,me,3/11/20,189
巴林,me,3/12/20,195
巴林,me,3/13/20,210
巴林,me,3/14/20,211
巴林,me,3/15/20,214
巴林,me,3/16/20,221
巴林,me,3/17/20,237
巴林,me,3/18/20,256
巴林,me,3/19/20,269
巴林,me,3/20/20,285
巴林,me,3/21/20,306
巴林,me,3/22/20,334
巴林,me,3/23/20,339
巴林,me,3/24/20,391
巴林,me,3/25/20,419
新加坡,asia,1/28/20,7
新加坡,asia,1/29/20,10
新加坡,asia,1/30/20,16
新加坡,asia,1/31/20,16
新加坡,asia,2/1/20,18
新加坡,asia,2/2/20,18
新加坡,asia,2/3/20,18
新加坡,asia,2/4/20,24
新加坡,asia,2/5/20,28
新加坡,asia,2/6/20,30
新加坡,asia,2/7/20,33
新加坡,asia,2/8/20,40
新加坡,asia,2/9/20,40
新加坡,asia,2/10/20,45
新加坡,asia,2/11/20,47
新加坡,asia,2/12/20,50
新加坡,asia,2/13/20,58
新加坡,asia,2/14/20,67
新加坡,asia,2/15/20,67
新加坡,asia,2/16/20,72
新加坡,asia,2/17/20,75
新加坡,asia,2/18/20,81
新加坡,asia,2/19/20,84
新加坡,asia,2/20/20,84
新加坡,asia,2/21/20,85
新加坡,asia,2/22/20,89
新加坡,asia,2/23/20,89
新加坡,asia,2/24/20,90
新加坡,asia,2/25/20,90
新加坡,asia,2/26/20,93
新加坡,asia,2/27/20,93
新加坡,asia,2/28/20,96
新加坡,asia,2/29/20,102
新加坡,asia,3/1/20,106
新加坡,asia,3/2/20,108
新加坡,asia,3/3/20,110
新加坡,asia,3/4/20,112
新加坡,asia,3/5/20,117
新加坡,asia,3/6/20,130
新加坡,asia,3/7/20,138
新加坡,asia,3/8/20,150
新加坡,asia,3/9/20,160
新加坡,asia,3/10/20,166
新加坡,asia,3/11/20,178
新加坡,asia,3/12/20,187
新加坡,asia,3/13/20,200
新加坡,asia,3/14/20,212
新加坡,asia,3/15/20,226
新加坡,asia,3/16/20,243
新加坡,asia,3/17/20,266
新加坡,asia,3/18/20,313
新加坡,asia,3/19/20,345
新加坡,asia,3/20/20,385
新加坡,asia,3/21/20,432
新加坡,asia,3/22/20,455
新加坡,asia,3/23/20,509
新加坡,asia,3/24/20,558
新加坡,asia,3/25/20,631
澳大利亚,au,1/28/20,5
澳大利亚,au,1/29/20,7
澳大利亚,au,1/30/20,8
澳大利亚,au,1/31/20,9
澳大利亚,au,2/1/20,12
澳大利亚,au,2/2/20,12
澳大利亚,au,2/3/20,12
澳大利亚,au,2/4/20,13
澳大利亚,au,2/5/20,14
澳大利亚,au,2/6/20,15
澳大利亚,au,2/7/20,15
澳大利亚,au,2/8/20,15
澳大利亚,au,2/9/20,15
澳大利亚,au,2/10/20,15
澳大利亚,au,2/11/20,15
澳大利亚,au,2/12/20,15
澳大利亚,au,2/13/20,15
澳大利亚,au,2/14/20,15
澳大利亚,au,2/15/20,15
澳大利亚,au,2/16/20,15
澳大利亚,au,2/17/20,15
澳大利亚,au,2/18/20,15
澳大利亚,au,2/19/20,15
澳大利亚,au,2/20/20,15
澳大利亚,au,2/21/20,17
澳大利亚,au,2/22/20,17
澳大利亚,au,2/23/20,17
澳大利亚,au,2/24/20,22
澳大利亚,au,2/25/20,23
澳大利亚,au,2/26/20,23
澳大利亚,au,2/27/20,23
澳大利亚,au,2/28/20,24
澳大利亚,au,2/29/20,25
澳大利亚,au,3/1/20,28
澳大利亚,au,3/2/20,33
澳大利亚,au,3/3/20,40
澳大利亚,au,3/4/20,44
澳大利亚,au,3/5/20,57
澳大利亚,au,3/6/20,60
澳大利亚,au,3/7/20,64
澳大利亚,au,3/8/20,76
澳大利亚,au,3/9/20,83
澳大利亚,au,3/10/20,101
澳大利亚,au,3/11/20,117
澳大利亚,au,3/12/20,159
澳大利亚,au,3/13/20,159
澳大利亚,au,3/14/20,236
