name,group,year,value,,,
尼日利亚,africa,43909,12,,,
尼日利亚,africa,43910,12,,,
尼日利亚,africa,43911,22,,,
尼日利亚,africa,43912,26,,,
尼日利亚,africa,43913,36,,,
尼日利亚,africa,43914,40,,,
尼日利亚,africa,43915,44,,,
肯尼亚,africa,43903,1,,,
肯尼亚,africa,43904,1,,,
肯尼亚,africa,43905,3,,,
肯尼亚,africa,43906,3,,,
肯尼亚,africa,43907,4,,,
肯尼亚,africa,43908,7,,,
肯尼亚,africa,43909,7,,,
肯尼亚,africa,43910,7,,,
肯尼亚,africa,43911,7,,,
肯尼亚,africa,43912,15,,,
肯尼亚,africa,43913,16,,,
肯尼亚,africa,43914,16,,,
肯尼亚,africa,43915,28,,,
梵蒂冈,europe,43896,1,,,
不丹,asia,43896,1,,,
不丹,asia,43897,1,,,
不丹,asia,43898,1,,,
不丹,asia,43899,1,,,
不丹,asia,43900,1,,,
不丹,asia,43901,1,,,
不丹,asia,43902,1,,,
不丹,asia,43903,1,,,
不丹,asia,43904,1,,,
不丹,asia,43905,1,,,
不丹,asia,43906,1,,,
不丹,asia,43907,1,,,
不丹,asia,43908,1,,,
不丹,asia,43909,1,,,
不丹,asia,43910,1,,,
不丹,asia,43911,2,,,
科特迪瓦,africa,43902,1,,,
科特迪瓦,africa,43903,1,,,
科特迪瓦,africa,43904,1,,,
科特迪瓦,africa,43905,4,,,
科特迪瓦,africa,43906,4,,,
科特迪瓦,africa,43907,6,,,
科特迪瓦,africa,43908,6,,,
科特迪瓦,africa,43909,6,,,
科特迪瓦,africa,43910,6,,,
科特迪瓦,africa,43911,14,,,
科特迪瓦,africa,43912,14,,,
科特迪瓦,africa,43913,14,,,
科特迪瓦,africa,43914,14,,,
科特迪瓦,africa,43915,73,,,
尼泊尔,asia,43858,1,,,
尼泊尔,asia,43859,1,,,
尼泊尔,asia,43860,1,,,
尼泊尔,asia,43861,1,,,
尼泊尔,asia,43862,1,,,
尼泊尔,asia,43863,1,,,
尼泊尔,asia,43864,1,,,
尼泊尔,asia,43865,1,,,
尼泊尔,asia,43866,1,,,
尼泊尔,asia,43867,1,,,
尼泊尔,asia,43868,1,,,
尼泊尔,asia,43869,1,,,
尼泊尔,asia,43870,1,,,
尼泊尔,asia,43871,1,,,
尼泊尔,asia,43872,1,,,
尼泊尔,asia,43873,1,,,
尼泊尔,asia,43874,1,,,
尼泊尔,asia,43875,1,,,
尼泊尔,asia,43876,1,,,
尼泊尔,asia,43877,1,,,
尼泊尔,asia,43878,1,,,
尼泊尔,asia,43879,1,,,
尼泊尔,asia,43880,1,,,
尼泊尔,asia,43881,1,,,
尼泊尔,asia,43882,1,,,
尼泊尔,asia,43883,1,,,
尼泊尔,asia,43884,1,,,
尼泊尔,asia,43885,1,,,
尼泊尔,asia,43886,1,,,
尼泊尔,asia,43887,1,,,
尼泊尔,asia,43888,1,,,
尼泊尔,asia,43889,1,,,
尼泊尔,asia,43890,1,,,
尼泊尔,asia,43891,1,,,
尼泊尔,asia,43892,1,,,
尼泊尔,asia,43893,1,,,
尼泊尔,asia,43894,1,,,
尼泊尔,asia,43895,1,,,
尼泊尔,asia,43896,1,,,
尼泊尔,asia,43897,1,,,
尼泊尔,asia,43898,1,,,
尼泊尔,asia,43899,1,,,
尼泊尔,asia,43900,1,,,
尼泊尔,asia,43901,1,,,
尼泊尔,asia,43902,1,,,
尼泊尔,asia,43903,1,,,
尼泊尔,asia,43904,1,,,
尼泊尔,asia,43905,1,,,
尼泊尔,asia,43906,1,,,
尼泊尔,asia,43907,1,,,
尼泊尔,asia,43908,1,,,
尼泊尔,asia,43909,1,,,
尼泊尔,asia,43910,1,,,
尼泊尔,asia,43911,1,,,
尼泊尔,asia,43912,1,,,
尼泊尔,asia,43913,2,,,
蒙古,asia,43900,1,,,
蒙古,asia,43901,1,,,
蒙古,asia,43902,1,,,
蒙古,asia,43903,1,,,
蒙古,asia,43904,1,,,
蒙古,asia,43905,1,,,
蒙古,asia,43906,1,,,
蒙古,asia,43907,4,,,
蒙古,asia,43908,6,,,
蒙古,asia,43909,6,,,
蒙古,asia,43910,6,,,
蒙古,asia,43911,10,,,
蒙古,asia,43912,10,,,
蒙古,asia,43913,10,,,
蒙古,asia,43914,10,,,
蒙古,asia,43915,10,,,
约旦,me,43892,1,,,
约旦,me,43893,1,,,
约旦,me,43894,1,,,
约旦,me,43895,1,,,
约旦,me,43896,1,,,
约旦,me,43897,1,,,
约旦,me,43898,1,,,
约旦,me,43899,1,,,
约旦,me,43900,1,,,
约旦,me,43901,1,,,
约旦,me,43902,1,,,
约旦,me,43903,1,,,
约旦,me,43904,1,,,
约旦,me,43905,7,,,
约旦,me,43906,13,,,
约旦,me,43907,30,,,
约旦,me,43908,49,,,
约旦,me,43909,57,,,
约旦,me,43910,70,,,
约旦,me,43911,84,,,
约旦,me,43912,99,,,
约旦,me,43913,112,,,
约旦,me,43914,127,,,
约旦,me,43915,153,,,
加蓬,africa,43903,1,,,
加蓬,africa,43904,1,,,
加蓬,africa,43905,1,,,
加蓬,africa,43906,1,,,
加蓬,africa,43907,1,,,
加蓬,africa,43908,3,,,
加蓬,africa,43909,3,,,
加蓬,africa,43910,4,,,
加蓬,africa,43911,4,,,
加蓬,africa,43912,5,,,
多哥,africa,43896,1,,,
多哥,africa,43897,1,,,
多哥,africa,43898,1,,,
多哥,africa,43899,1,,,
多哥,africa,43900,1,,,
多哥,africa,43901,1,,,
多哥,africa,43902,1,,,
多哥,africa,43903,1,,,
多哥,africa,43904,1,,,
多哥,africa,43905,1,,,
多哥,africa,43906,1,,,
多哥,africa,43907,1,,,
多哥,africa,43908,1,,,
多哥,africa,43909,1,,,
多哥,africa,43910,9,,,
多哥,africa,43911,16,,,
列支敦士登公国,europe,43896,50,,,
列支敦士登公国,europe,43897,50,,,
列支敦士登公国,europe,43898,50,,,
列支敦士登公国,europe,43899,50,,,
列支敦士登公国,europe,43900,50,,,
列支敦士登公国,europe,43901,50,,,
列支敦士登公国,europe,43902,50,,,
列支敦士登公国,europe,43903,50,,,
列支敦士登公国,europe,43904,50,,,
列支敦士登公国,europe,43905,50,,,
列支敦士登公国,europe,43906,50,,,
列支敦士登公国,europe,43907,50,,,
列支敦士登公国,europe,43908,19,,,
列支敦士登公国,europe,43909,19,,,
列支敦士登公国,europe,43910,19,,,
列支敦士登公国,europe,43911,28,,,
列支敦士登公国,europe,43912,37,,,
列支敦士登公国,europe,43913,37,,,
列支敦士登公国,europe,43914,51,,,
圭亚那,africa,43902,1,,,
圭亚那,africa,43903,1,,,
圭亚那,africa,43904,1,,,
圭亚那,africa,43905,1,,,
圭亚那,africa,43906,4,,,
圭亚那,africa,43907,4,,,
圭亚那,africa,43908,7,,,
